Easting,Northing,TEMPM,TEMPR
4525,3675,9.96,12.89
4575,3675,9.96,12.97
4625,3675,9.94,13.03
4675,3675,9.87,13.15
4725,3675,9.81,13.23
4775,3675,9.75,13.27
4825,3675,9.7,13.3
4875,3675,9.64,13.27
4925,3675,9.61,13.29
4975,3675,9.58,13.21
5025,3675,9.55,13.14
5075,3675,9.52,13.13
5125,3675,9.5,13.15
5175,3675,9.46,13.1
5225,3675,9.45,13.09
5275,3675,9.46,13.07
5325,3675,9.45,12.98
5375,3675,9.46,12.95
5425,3675,9.48,12.86
5475,3675,9.53,12.71
5525,3675,9.63,12.5
5575,3675,9.66,12.47
2325,3725,10.06,10.18
2375,3725,10.08,10.23
2425,3725,10.11,10.23
2475,3725,10.17,10.26
2525,3725,10.21,10.19
2675,3725,10.3,10.38
2725,3725,10.32,10.45
2775,3725,10.31,10.48
2825,3725,10.27,10.54
2875,3725,10.24,10.85
2925,3725,10.1,10.79
2975,3725,10.02,11.02
3025,3725,9.99,11.13
3075,3725,9.92,11.33
3125,3725,9.84,11.53
3175,3725,9.84,11.64
3225,3725,9.81,11.67
3275,3725,9.89,11.85
3325,3725,9.97,11.97
3375,3725,10.04,11.99
3425,3725,10.13,12.19
3475,3725,10.14,12.26
3525,3725,10.16,12.48
3575,3725,10.15,12.6
3625,3725,10.12,12.72
3675,3725,10.1,12.76
3725,3725,10.09,12.77
3775,3725,10.07,12.76
3825,3725,10.06,12.75
3875,3725,10.01,12.63
3925,3725,9.94,12.53
3975,3725,9.92,12.53
4025,3725,9.9,12.51
4075,3725,9.88,12.49
4125,3725,9.87,12.52
4175,3725,9.88,12.55
4225,3725,9.89,12.59
4275,3725,9.9,12.66
4325,3725,9.9,12.71
4375,3725,9.9,12.75
4425,3725,9.91,12.77
4475,3725,9.93,12.8
4525,3725,9.94,12.88
4575,3725,9.94,12.89
4625,3725,9.88,12.96
4675,3725,9.82,13.09
4725,3725,9.74,13.17
4775,3725,9.7,13.2
4825,3725,9.64,13.24
4875,3725,9.61,13.23
4925,3725,9.59,13.24
4975,3725,9.57,13.22
5025,3725,9.55,13.14
5075,3725,9.54,13.14
5125,3725,9.51,13.2
5175,3725,9.47,13.15
5225,3725,9.48,13.17
5275,3725,9.46,13.07
5325,3725,9.45,12.98
5375,3725,9.46,12.92
5425,3725,9.5,12.84
5475,3725,9.52,12.63
5525,3725,9.61,12.37
2325,3775,10.1,10.17
2375,3775,10.11,10.21
2425,3775,10.1,10.17
2475,3775,10.15,10.19
2525,3775,10.21,10.15
