Easting,Northing,TEMPM,TEMPR
3275,3875,9.93,11.69
3325,3875,9.96,11.79
3375,3875,10.01,11.95
3425,3875,10.03,12.01
3475,3875,10.05,12.14
3525,3875,10.09,12.27
3575,3875,10.08,12.4
3625,3875,10.02,12.49
3675,3875,10,12.52
3725,3875,9.98,12.5
3775,3875,9.96,12.49
3825,3875,9.93,12.48
3875,3875,9.91,12.49
3925,3875,9.88,12.5
3975,3875,9.87,12.54
4025,3875,9.88,12.59
4075,3875,9.88,12.61
4125,3875,9.9,12.59
4175,3875,9.91,12.58
4225,3875,9.92,12.55
4275,3875,9.91,12.59
4325,3875,9.91,12.63
4375,3875,9.9,12.68
4425,3875,9.91,12.73
4475,3875,9.9,12.77
4525,3875,9.88,12.82
4575,3875,9.84,12.94
4625,3875,9.76,13.04
4675,3875,9.71,13.16
4725,3875,9.66,13.23
4775,3875,9.62,13.27
4825,3875,9.59,13.31
4875,3875,9.57,13.34
4925,3875,9.56,13.3
4975,3875,9.55,13.26
5025,3875,9.57,13.24
5075,3875,9.56,13.23
5125,3875,9.51,13.28
5175,3875,9.51,13.24
5225,3875,9.49,13.09
5275,3875,9.47,12.94
5325,3875,9.5,12.88
5375,3875,9.52,12.62
5425,3875,9.53,12.39
5475,3875,9.6,12.37
3325,3925,9.9,11.74
3375,3925,9.96,11.85
3425,3925,10,12.03
3475,3925,10,12.09
3525,3925,10.02,12.26
3575,3925,9.99,12.41
3625,3925,9.94,12.38
3675,3925,9.93,12.35
3725,3925,9.92,12.38
3775,3925,9.89,12.4
3825,3925,9.86,12.4
3875,3925,9.84,12.42
3925,3925,9.83,12.44
3975,3925,9.83,12.52
4025,3925,9.83,12.58
4075,3925,9.84,12.61
4125,3925,9.86,12.63
4175,3925,9.87,12.61
4225,3925,9.9,12.61
4275,3925,9.9,12.66
4325,3925,9.91,12.69
4375,3925,9.9,12.72
4425,3925,9.9,12.75
4475,3925,9.89,12.79
4525,3925,9.86,12.86
4575,3925,9.81,12.99
4625,3925,9.74,13.08
4675,3925,9.69,13.2
4725,3925,9.63,13.24
4775,3925,9.61,13.27
4825,3925,9.59,13.31
4875,3925,9.57,13.35
4925,3925,9.57,13.4
4975,3925,9.56,13.32
5025,3925,9.56,13.28
5075,3925,9.52,13.25
5125,3925,9.52,13.22
5175,3925,9.51,13.2
5225,3925,9.49,13.04
5275,3925,9.5,12.86
5325,3925,9.56,12.68
5375,3925,9.53,12.43
5425,3925,9.59,12.38
5475,3925,9.63,12.39
3375,3975,9.88,11.83
3425,3975,9.95,12.02
3475,3975,9.96,12.08
3525,3975,9.93,12.19
3575,3975,9.88,12.29
3625,3975,9.87,12.31
3675,3975,9.87,12.37
3725,3975,9.86,12.39
3775,3975,9.81,12.39
3825,3975,9.79,12.38
3875,3975,9.79,12.39
3925,3975,9.78,12.41
3975,3975,9.8,12.45
4025,3975,9.81,12.53
4075,3975,9.81,12.59
4125,3975,9.82,12.63
4175,3975,9.84,12.64
4225,3975,9.86,12.68
4275,3975,9.88,12.73
4325,3975,9.88,12.73
4375,3975,9.9,12.75
4425,3975,9.89,12.77
4475,3975,9.87,12.83
4525,3975,9.83,12.93
4575,3975,9.76,13.02
4625,3975,9.72,13.11
4675,3975,9.66,13.2
4725,3975,9.62,13.24
4775,3975,9.6,13.28
4825,3975,9.58,13.31
4875,3975,9.57,13.35
4925,3975,9.56,13.38
4975,3975,9.53,13.35
5025,3975,9.53,13.3
5075,3975,9.51,13.25
5125,3975,9.51,13.19
5175,3975,9.5,13.18
5225,3975,9.52,12.88
5275,3975,9.59,12.73
5325,3975,9.56,12.63
5375,3975,9.57,12.44
5425,3975,9.64,12.42
3325,4025,9.84,11.84
3375,4025,9.83,11.89
3425,4025,9.87,12.1
3475,4025,9.87,12.12
3525,4025,9.8,12.12
3575,4025,9.81,12.24
3625,4025,9.8,12.33
3675,4025,9.77,12.39
3725,4025,9.75,12.39
3775,4025,9.74,12.39
3825,4025,9.74,12.4
3875,4025,9.74,12.38
3925,4025,9.75,12.39
3975,4025,9.76,12.42
4025,4025,9.77,12.48
4075,4025,9.79,12.56
4125,4025,9.79,12.62
4175,4025,9.8,12.67
4225,4025,9.82,12.74
4275,4025,9.83,12.76
4325,4025,9.84,12.75
4375,4025,9.85,12.77
4425,4025,9.85,12.8
4475,4025,9.84,12.89
4525,4025,9.8,12.98
4575,4025,9.74,13.05
4625,4025,9.69,13.17
4675,4025,9.63,13.22
4725,4025,9.6,13.24
4775,4025,9.58,13.28
4825,4025,9.56,13.33
4875,4025,9.53,13.38
4925,4025,9.51,13.34
4975,4025,9.51,13.31
5025,4025,9.52,13.29
5075,4025,9.52,13.25
5125,4025,9.53,13.14
5175,4025,9.56,12.97
5225,4025,9.61,12.75
5275,4025,9.59,12.7
5325,4025,9.59,12.56
3325,4075,9.78,11.92
3375,4075,9.75,12.03
3425,4075,9.76,12.19
3475,4075,9.76,12.18
3525,4075,9.74,12.11
3575,4075,9.75,12.18
3625,4075,9.75,12.3
3675,4075,9.73,12.38
3725,4075,9.71,12.4
3775,4075,9.71,12.39
3825,4075,9.7,12.39
3875,4075,9.7,12.41
3925,4075,9.72,12.4
3975,4075,9.72,12.4
4025,4075,9.74,12.43
4075,4075,9.75,12.53
4125,4075,9.76,12.62
4175,4075,9.77,12.7
4225,4075,9.78,12.75
4275,4075,9.78,12.77
4325,4075,9.79,12.76
4375,4075,9.79,12.79
4425,4075,9.78,12.86
4475,4075,9.75,12.96
4525,4075,9.71,13.02
4575,4075,9.66,13.11
4625,4075,9.61,13.21
4675,4075,9.56,13.23
4725,4075,9.53,13.26
4775,4075,9.5,13.31
4825,4075,9.46,13.35
4875,4075,9.47,13.37
4925,4075,9.49,13.34
4975,4075,9.5,13.28
5025,4075,9.52,13.27
5075,4075,9.55,13.19
5125,4075,9.6,13.06
5175,4075,9.63,12.81
5225,4075,9.59,12.74
5275,4075,9.63,12.76
5325,4075,9.7,12.48
3325,4125,9.7,12.02
3375,4125,9.64,12.04
3425,4125,9.63,12.07
3475,4125,9.66,12.12
3525,4125,9.7,12.14
3575,4125,9.71,12.14
3625,4125,9.7,12.26
3675,4125,9.7,12.36
3725,4125,9.7,12.39
3775,4125,9.7,12.39
3825,4125,9.69,12.39
3875,4125,9.68,12.4
3925,4125,9.68,12.41
3975,4125,9.68,12.43
4025,4125,9.69,12.4
4075,4125,9.69,12.47
4125,4125,9.71,12.59
4175,4125,9.71,12.68
4225,4125,9.72,12.75
4275,4125,9.73,12.77
4325,4125,9.74,12.81
4375,4125,9.73,12.86
4425,4125,9.71,12.92
4475,4125,9.67,12.98
4525,4125,9.63,13.04
4575,4125,9.58,13.16
4625,4125,9.52,13.23
4675,4125,9.49,13.24
4725,4125,9.46,13.22
4775,4125,9.44,13.26
4825,4125,9.44,13.32
4875,4125,9.46,13.34
4925,4125,9.49,13.31
4975,4125,9.51,13.29
5025,4125,9.55,13.24
5075,4125,9.61,13.13
5125,4125,9.66,12.89
5175,4125,9.6,12.79
5225,4125,9.63,12.8
5425,4125,9.71,12.22
3375,4175,9.57,11.93
3425,4175,9.57,11.94
3475,4175,9.59,12.11
3525,4175,9.64,12.14
3575,4175,9.66,12.16
3625,4175,9.67,12.22
3675,4175,9.67,12.31
3725,4175,9.69,12.38
3775,4175,9.68,12.42
3825,4175,9.68,12.44
3875,4175,9.65,12.41
3925,4175,9.64,12.4
3975,4175,9.64,12.43
4025,4175,9.63,12.43
4075,4175,9.65,12.43
4125,4175,9.64,12.51
4175,4175,9.66,12.64
4225,4175,9.67,12.73
4275,4175,9.68,12.8
4325,4175,9.67,12.87
4375,4175,9.67,12.93
4425,4175,9.65,12.96
4475,4175,9.63,13.01
4525,4175,9.59,13.1
4575,4175,9.52,13.21
4625,4175,9.48,13.21
4675,4175,9.45,13.19
4725,4175,9.42,13.16
4775,4175,9.41,13.2
4825,4175,9.43,13.3
4875,4175,9.46,13.31
4925,4175,9.49,13.29
4975,4175,9.53,13.27
5025,4175,9.6,13.18
5075,4175,9.66,12.99
5125,4175,9.62,12.82
5175,4175,9.6,12.79
5225,4175,9.7,12.87
5275,4175,9.75,12.76
5325,4175,9.74,12.47
5375,4175,9.7,12.22
3425,4225,9.55,11.92
3475,4225,9.56,12.03
3525,4225,9.58,12.11
3575,4225,9.62,12.13
3625,4225,9.65,12.16
3675,4225,9.66,12.24
3725,4225,9.66,12.32
3775,4225,9.67,12.39
3825,4225,9.66,12.44
3875,4225,9.64,12.4
3925,4225,9.62,12.36
3975,4225,9.6,12.38
4025,4225,9.6,12.4
4075,4225,9.6,12.42
4125,4225,9.6,12.48
4175,4225,9.6,12.54
4225,4225,9.61,12.65
4275,4225,9.63,12.77
4325,4225,9.64,12.88
4375,4225,9.63,12.95
4425,4225,9.62,12.98
4475,4225,9.59,13.03
4525,4225,9.53,13.15
4575,4225,9.47,13.16
4625,4225,9.44,13.13
4675,4225,9.42,13.13
4725,4225,9.39,13.16
4775,4225,9.39,13.2
4825,4225,9.43,13.26
5125,4225,9.62,12.85
5175,4225,9.68,12.85
5225,4225,9.74,12.92
5275,4225,9.72,12.61
5325,4225,9.72,12.37
5375,4225,9.69,12.26
3475,4275,9.53,11.99
3525,4275,9.55,12.04
3575,4275,9.56,12.1
3625,4275,9.6,12.14
3675,4275,9.63,12.2
3725,4275,9.64,12.27
3775,4275,9.64,12.33
3825,4275,9.64,12.4
3875,4275,9.63,12.39
3925,4275,9.59,12.33
3975,4275,9.56,12.32
4025,4275,9.54,12.36
4075,4275,9.53,12.4
4125,4275,9.53,12.44
4175,4275,9.54,12.49
4225,4275,9.54,12.56
4275,4275,9.55,12.64
4325,4275,9.56,12.73
4375,4275,9.56,12.84
4425,4275,9.53,12.89
4475,4275,9.49,12.97
4525,4275,9.45,13.07
4575,4275,9.43,13.1
4625,4275,9.41,13.1
4675,4275,9.39,13.13
4725,4275,9.37,13.16
4775,4275,9.38,13.18
4825,4275,9.42,13.18
4875,4275,9.46,13.22
4925,4275,9.51,13.24
4975,4275,9.61,13.25
5025,4275,9.67,13.08
5075,4275,9.69,12.97
5125,4275,9.66,12.9
5175,4275,9.7,12.82
5225,4275,9.76,12.77
5275,4275,9.71,12.48
5325,4275,9.73,12.38
3375,4325,9.49,11.87
3425,4325,9.5,11.92
3475,4325,9.5,11.96
3525,4325,9.52,11.99
3575,4325,9.53,12.04
3625,4325,9.55,12.12
3675,4325,9.58,12.19
3725,4325,9.6,12.25
3775,4325,9.61,12.31
3825,4325,9.61,12.34
3875,4325,9.59,12.31
3925,4325,9.57,12.29
3975,4325,9.54,12.35
4025,4325,9.51,12.38
4075,4325,9.49,12.41
4125,4325,9.48,12.43
4175,4325,9.49,12.48
4225,4325,9.5,12.56
4275,4325,9.5,12.64
4325,4325,9.5,12.72
4375,4325,9.49,12.78
4425,4325,9.47,12.84
4475,4325,9.43,12.99
4525,4325,9.41,13.06
4575,4325,9.4,13.08
4625,4325,9.38,13.12
4675,4325,9.37,13.15
4725,4325,9.37,13.17
4775,4325,9.39,13.15
4825,4325,9.41,13.12
4875,4325,9.44,13.13
4925,4325,9.5,13.19
4975,4325,9.62,13.23
5025,4325,9.67,13.07
5075,4325,9.69,12.98
5125,4325,9.69,12.96
5175,4325,9.7,12.72
5225,4325,9.74,12.64
5275,4325,9.73,12.39
3375,4375,9.44,11.87
3425,4375,9.46,11.86
3475,4375,9.44,11.76
3525,4375,9.46,11.84
3575,4375,9.49,11.97
3625,4375,9.52,12.09
3675,4375,9.52,12.15
3725,4375,9.53,12.2
3775,4375,9.54,12.23
3825,4375,9.54,12.23
3875,4375,9.54,12.21
3925,4375,9.53,12.27
3975,4375,9.52,12.37
4025,4375,9.5,12.41
4075,4375,9.48,12.44
4125,4375,9.48,12.49
4175,4375,9.49,12.6
4225,4375,9.5,12.68
4275,4375,9.5,12.72
4325,4375,9.48,12.77
4375,4375,9.47,12.81
4425,4375,9.45,12.91
4475,4375,9.41,13.04
4525,4375,9.39,13.08
4575,4375,9.39,13.1
4625,4375,9.38,13.13
4675,4375,9.37,13.14
4725,4375,9.39,13.12
4775,4375,9.4,13.09
4825,4375,9.42,13.07
4875,4375,9.44,13.06
4925,4375,9.49,13.06
4975,4375,9.62,13.11
5025,4375,9.66,13.1
5075,4375,9.68,12.97
5125,4375,9.64,12.88
5175,4375,9.68,12.64
5225,4375,9.67,12.34
3375,4425,9.41,11.85
3425,4425,9.38,11.74
3475,4425,9.4,11.72
3525,4425,9.41,11.74
3575,4425,9.41,11.82
3625,4425,9.44,11.97
3675,4425,9.45,12.05
3725,4425,9.45,12.12
3775,4425,9.45,12.15
3825,4425,9.46,12.14
3875,4425,9.47,12.15
3925,4425,9.49,12.22
3975,4425,9.5,12.38
4025,4425,9.48,12.44
4075,4425,9.47,12.51
4125,4425,9.49,12.66
4175,4425,9.49,12.73
4225,4425,9.49,12.77
4275,4425,9.48,12.79
4325,4425,9.47,12.81
4375,4425,9.45,12.86
4425,4425,9.42,12.95
4475,4425,9.4,13.05
4525,4425,9.38,13.1
4575,4425,9.37,13.12
4625,4425,9.37,13.13
4675,4425,9.38,13.1
4725,4425,9.41,13.06
4775,4425,9.43,13.03
4825,4425,9.45,13.03
4875,4425,9.47,13.04
4925,4425,9.51,13
4975,4425,9.58,13
5025,4425,9.6,13.01
5075,4425,9.65,12.84
5125,4425,9.6,12.71
5175,4425,9.62,12.62
5225,4425,9.62,12.24
3375,4475,9.4,11.86
3425,4475,9.34,11.69
3475,4475,9.33,11.7
3525,4475,9.37,11.73
3575,4475,9.37,11.8
3625,4475,9.37,11.86
3675,4475,9.39,11.94
3725,4475,9.41,12.03
3775,4475,9.41,12.08
3825,4475,9.4,12.1
3875,4475,9.41,12.13
3925,4475,9.44,12.2
3975,4475,9.48,12.35
4025,4475,9.46,12.45
4075,4475,9.47,12.59
4125,4475,9.49,12.74
4175,4475,9.48,12.77
4225,4475,9.47,12.8
4275,4475,9.46,12.83
4325,4475,9.45,12.86
4375,4475,9.43,12.93
4425,4475,9.41,13
4475,4475,9.39,13.07
4525,4475,9.37,13.11
4575,4475,9.37,13.12
4625,4475,9.38,13.12
4675,4475,9.41,13.08
4725,4475,9.43,13.04
4775,4475,9.45,13.02
4825,4475,9.47,13
4875,4475,9.48,12.98
4925,4475,9.51,12.97
4975,4475,9.56,12.88
5025,4475,9.57,12.85
5075,4475,9.52,12.55
5125,4475,9.57,12.58
5175,4475,9.54,12.4
3475,4525,9.31,11.69
3525,4525,9.31,11.74
3575,4525,9.34,11.81
3625,4525,9.35,11.87
3675,4525,9.36,11.93
3725,4525,9.37,11.97
3775,4525,9.38,12.06
3825,4525,9.37,12.09
3875,4525,9.38,12.13
3925,4525,9.4,12.16
3975,4525,9.42,12.31
4025,4525,9.44,12.45
4075,4525,9.45,12.58
4125,4525,9.47,12.74
4175,4525,9.46,12.79
4225,4525,9.45,12.83
4275,4525,9.44,12.86
4325,4525,9.43,12.92
4375,4525,9.41,13.01
4425,4525,9.39,13.06
4475,4525,9.39,13.11
4525,4525,9.39,13.12
4575,4525,9.4,13.13
4625,4525,9.42,13.08
4675,4525,9.46,12.98
4725,4525,9.46,12.94
4775,4525,9.47,12.9
4825,4525,9.47,12.88
4875,4525,9.48,12.86
4925,4525,9.5,12.84
4975,4525,9.52,12.76
5025,4525,9.49,12.64
5075,4525,9.5,12.5
5125,4525,9.49,12.29
5175,4525,9.5,12.33
3475,4575,9.28,11.72
3525,4575,9.28,11.78
3575,4575,9.29,11.83
3625,4575,9.32,11.9
3675,4575,9.33,11.94
3725,4575,9.33,11.97
3775,4575,9.34,12.03
3825,4575,9.35,12.07
3875,4575,9.34,12.12
3925,4575,9.36,12.16
3975,4575,9.35,12.24
4025,4575,9.41,12.44
4075,4575,9.42,12.51
4125,4575,9.44,12.7
4175,4575,9.43,12.8
4225,4575,9.43,12.85
4275,4575,9.42,12.95
4325,4575,9.4,13.07
4375,4575,9.39,13.1
4425,4575,9.39,13.13
4475,4575,9.4,13.16
4525,4575,9.41,13.13
4575,4575,9.42,13.08
4625,4575,9.44,13
4675,4575,9.46,12.91
4725,4575,9.46,12.87
4775,4575,9.47,12.84
4825,4575,9.46,12.82
4875,4575,9.46,12.76
4925,4575,9.48,12.64
4975,4575,9.48,12.58
5025,4575,9.48,12.57
5075,4575,9.49,12.46
5125,4575,9.43,12.09
5175,4575,9.44,12.17
3475,4625,9.28,11.76
3525,4625,9.26,11.8
3575,4625,9.26,11.85
3625,4625,9.28,11.89
3675,4625,9.29,11.91
3725,4625,9.29,11.95
3775,4625,9.3,12.01
3825,4625,9.32,12.07
3875,4625,9.3,12.08
3925,4625,9.31,12.12
3975,4625,9.3,12.16
4025,4625,9.34,12.36
4075,4625,9.38,12.5
4125,4625,9.38,12.64
4175,4625,9.38,12.85
4225,4625,9.37,12.98
4275,4625,9.37,13.08
4325,4625,9.37,13.15
4375,4625,9.38,13.15
4425,4625,9.39,13.17
4475,4625,9.39,13.16
4525,4625,9.41,13.08
4575,4625,9.42,13
4625,4625,9.44,12.91
4675,4625,9.45,12.84
4725,4625,9.46,12.79
4775,4625,9.45,12.71
4825,4625,9.45,12.61
4875,4625,9.44,12.57
4925,4625,9.47,12.53
4975,4625,9.46,12.53
5025,4625,9.47,12.51
5075,4625,9.47,12.19
5125,4625,9.42,12.03
5175,4625,9.38,11.88
2225,4675,9.88,9.94
2275,4675,9.87,9.95
2325,4675,9.85,9.9
3525,4675,9.25,11.83
3575,4675,9.23,11.87
3625,4675,9.22,11.83
3675,4675,9.24,11.84
3725,4675,9.24,11.86
3775,4675,9.24,11.89
3825,4675,9.24,11.95
3875,4675,9.22,11.98
3925,4675,9.25,12.02
3975,4675,9.25,12.1
4025,4675,9.27,12.27
4075,4675,9.32,12.52
4125,4675,9.29,12.68
4175,4675,9.31,12.9
4225,4675,9.32,13.03
4275,4675,9.33,13.1
4325,4675,9.35,13.16
4375,4675,9.37,13.19
4425,4675,9.37,13.18
4475,4675,9.39,13.14
4525,4675,9.4,13.04
4575,4675,9.41,12.91
4625,4675,9.43,12.81
4675,4675,9.42,12.67
4725,4675,9.43,12.57
4775,4675,9.44,12.51
4825,4675,9.45,12.46
4875,4675,9.47,12.47
4925,4675,9.46,12.51
4975,4675,9.46,12.49
5025,4675,9.46,12.28
5075,4675,9.46,12.03
5125,4675,9.42,12.01
5175,4675,9.37,11.81
5225,4675,9.37,11.79
2225,4725,9.87,9.93
2275,4725,9.86,9.93
2325,4725,9.82,9.83
2375,4725,9.75,9.72
3225,4725,9.42,11.62
3275,4725,9.4,11.68
3325,4725,9.35,11.79
3375,4725,9.32,11.81
3425,4725,9.29,11.84
3475,4725,9.26,11.86
3525,4725,9.24,11.88
3575,4725,9.2,11.85
3625,4725,9.2,11.77
3675,4725,9.18,11.78
3725,4725,9.18,11.83
3775,4725,9.2,11.93
3825,4725,9.19,11.97
3875,4725,9.18,12.01
3925,4725,9.21,12.06
3975,4725,9.19,12.15
4025,4725,9.19,12.34
4075,4725,9.23,12.6
4125,4725,9.24,12.78
4175,4725,9.26,12.9
4225,4725,9.29,13.02
4275,4725,9.32,13.1
4325,4725,9.34,13.17
4375,4725,9.36,13.19
4425,4725,9.36,13.19
4475,4725,9.37,13.14
4525,4725,9.37,12.98
4575,4725,9.38,12.79
4625,4725,9.41,12.61
4675,4725,9.43,12.5
4725,4725,9.44,12.44
4775,4725,9.45,12.45
4825,4725,9.45,12.44
4875,4725,9.46,12.44
4925,4725,9.46,12.45
4975,4725,9.44,12.34
5025,4725,9.46,12.1
5075,4725,9.43,12.02
5125,4725,9.37,11.79
5175,4725,9.37,11.8
2275,4775,9.84,9.91
2325,4775,9.78,9.73
2375,4775,9.7,9.65
2425,4775,9.65,9.71
3275,4775,9.36,11.59
3325,4775,9.32,11.73
3375,4775,9.3,11.81
3425,4775,9.26,11.87
3475,4775,9.24,11.92
3525,4775,9.2,11.89
3575,4775,9.18,11.81
3625,4775,9.18,11.81
3675,4775,9.18,11.9
3725,4775,9.18,11.98
3775,4775,9.17,12.05
3825,4775,9.16,12.06
3875,4775,9.16,12.11
3925,4775,9.15,12.16
3975,4775,9.14,12.24
4025,4775,9.16,12.43
4075,4775,9.19,12.65
4125,4775,9.21,12.78
4175,4775,9.22,12.87
4225,4775,9.26,13
4275,4775,9.31,13.13
4325,4775,9.33,13.16
4375,4775,9.35,13.16
4425,4775,9.36,13.14
4475,4775,9.35,13.05
4525,4775,9.36,12.92
4575,4775,9.39,12.74
4625,4775,9.42,12.6
4675,4775,9.44,12.42
4725,4775,9.45,12.44
4775,4775,9.45,12.45
4825,4775,9.44,12.44
4875,4775,9.44,12.39
4925,4775,9.44,12.31
4975,4775,9.46,12.11
5025,4775,9.47,12.01
5075,4775,9.41,11.92
5125,4775,9.39,11.82
2275,4825,9.83,9.82
2325,4825,9.75,9.68
2375,4825,9.67,9.66
2425,4825,9.63,9.71
3175,4825,9.39,11.43
3225,4825,9.37,11.53
3275,4825,9.35,11.61
3325,4825,9.29,11.76
3375,4825,9.22,11.84
3425,4825,9.18,11.89
3475,4825,9.17,11.89
3525,4825,9.17,11.82
3575,4825,9.16,11.82
3625,4825,9.17,11.91
3675,4825,9.18,12
3725,4825,9.16,12.06
3775,4825,9.13,12.13
3825,4825,9.12,12.16
3875,4825,9.13,12.19
3925,4825,9.12,12.25
3975,4825,9.11,12.32
4025,4825,9.13,12.56
4075,4825,9.17,12.7
4125,4825,9.19,12.78
4175,4825,9.21,12.88
4225,4825,9.24,12.98
4275,4825,9.29,13.09
4325,4825,9.32,13.09
4375,4825,9.33,13.08
4425,4825,9.33,13.04
4475,4825,9.33,12.97
4525,4825,9.37,12.82
4575,4825,9.4,12.65
4625,4825,9.42,12.51
4675,4825,9.43,12.41
4725,4825,9.43,12.39
4775,4825,9.45,12.43
4825,4825,9.43,12.39
4875,4825,9.43,12.26
4925,4825,9.45,12.07
4975,4825,9.48,11.98
5025,4825,9.48,11.99
5075,4825,9.38,11.77
2325,4875,9.71,9.66
2375,4875,9.65,9.65
2425,4875,9.61,9.69
2475,4875,9.6,9.72
3125,4875,9.41,11.26
3175,4875,9.39,11.44
3225,4875,9.36,11.54
3275,4875,9.31,11.57
3325,4875,9.19,11.67
3375,4875,9.14,11.79
3425,4875,9.16,11.81
3475,4875,9.18,11.92
3525,4875,9.18,11.94
3575,4875,9.18,11.98
3625,4875,9.18,12.02
3675,4875,9.15,12.05
3725,4875,9.13,12.1
3775,4875,9.12,12.15
3825,4875,9.12,12.21
3875,4875,9.12,12.26
3925,4875,9.11,12.33
3975,4875,9.11,12.52
4025,4875,9.12,12.65
4075,4875,9.16,12.76
4125,4875,9.19,12.82
4175,4875,9.2,12.88
4225,4875,9.22,12.95
4275,4875,9.28,12.96
4325,4875,9.31,12.96
4375,4875,9.31,12.95
4425,4875,9.3,12.97
4475,4875,9.32,12.92
4525,4875,9.38,12.69
4575,4875,9.41,12.53
4625,4875,9.43,12.42
4675,4875,9.42,12.39
4725,4875,9.44,12.37
4775,4875,9.45,12.26
4825,4875,9.45,12.16
4875,4875,9.47,12.03
4925,4875,9.48,11.98
4975,4875,9.49,12.01
5025,4875,9.41,11.85
2375,4925,9.63,9.65
2425,4925,9.61,9.67
3125,4925,9.42,11.29
3175,4925,9.41,11.47
3225,4925,9.33,11.47
3275,4925,9.25,11.43
3325,4925,9.17,11.71
3375,4925,9.18,11.87
3425,4925,9.19,11.96
3475,4925,9.18,11.98
3525,4925,9.17,12.01
3575,4925,9.16,12.05
3625,4925,9.13,12.06
3675,4925,9.14,12.09
3725,4925,9.13,12.13
3775,4925,9.11,12.2
3825,4925,9.11,12.29
3875,4925,9.12,12.41
3925,4925,9.11,12.54
3975,4925,9.1,12.64
4025,4925,9.11,12.71
4075,4925,9.15,12.77
4125,4925,9.19,12.85
4175,4925,9.2,12.9
4225,4925,9.22,12.93
4275,4925,9.28,12.87
4325,4925,9.3,12.88
4375,4925,9.29,12.91
4425,4925,9.29,12.93
4475,4925,9.31,12.82
4525,4925,9.38,12.56
4575,4925,9.42,12.43
4625,4925,9.43,12.36
4675,4925,9.47,12.35
4725,4925,9.48,12.17
4775,4925,9.49,12.01
4825,4925,9.49,11.99
4875,4925,9.48,11.97
4925,4925,9.49,11.96
4975,4925,9.48,11.88
5025,4925,9.41,11.73
2425,4975,9.6,9.65
3075,4975,9.45,11.04
3125,4975,9.42,11.26
3175,4975,9.41,11.47
3225,4975,9.32,11.44
3275,4975,9.26,11.45
3325,4975,9.21,11.77
3375,4975,9.19,11.92
3425,4975,9.18,11.97
3475,4975,9.17,12.02
3525,4975,9.15,12.05
3575,4975,9.15,12.07
3625,4975,9.14,12.08
3675,4975,9.13,12.12
3725,4975,9.12,12.2
3775,4975,9.12,12.36
3825,4975,9.13,12.49
3875,4975,9.11,12.57
3925,4975,9.1,12.63
3975,4975,9.1,12.69
4025,4975,9.1,12.75
4075,4975,9.15,12.81
4125,4975,9.18,12.89
4175,4975,9.19,12.93
4225,4975,9.2,12.91
4275,4975,9.27,12.85
4325,4975,9.28,12.85
4375,4975,9.28,12.87
4425,4975,9.29,12.88
4475,4975,9.34,12.7
4525,4975,9.4,12.45
4575,4975,9.42,12.33
4625,4975,9.46,12.31
4675,4975,9.51,12.15
4725,4975,9.51,12.04
4775,4975,9.5,11.98
4825,4975,9.49,11.96
4875,4975,9.49,11.92
4925,4975,9.51,11.84
4975,4975,9.45,11.6
3075,5025,9.45,10.95
3125,5025,9.43,11.25
3175,5025,9.41,11.48
3225,5025,9.36,11.47
3275,5025,9.29,11.51
3325,5025,9.21,11.81
3375,5025,9.19,11.95
3425,5025,9.18,12.02
3475,5025,9.17,12.05
3525,5025,9.15,12.08
3575,5025,9.14,12.09
3625,5025,9.13,12.13
3675,5025,9.13,12.23
3725,5025,9.12,12.36
3775,5025,9.1,12.52
3825,5025,9.09,12.61
3875,5025,9.07,12.65
3925,5025,9.06,12.67
3975,5025,9.07,12.73
4025,5025,9.1,12.78
4075,5025,9.16,12.84
4125,5025,9.18,12.89
4175,5025,9.18,12.93
4225,5025,9.19,12.88
4275,5025,9.25,12.85
4325,5025,9.27,12.85
4375,5025,9.28,12.86
4425,5025,9.31,12.78
4475,5025,9.38,12.48
4525,5025,9.41,12.33
4575,5025,9.44,12.24
4625,5025,9.5,12.11
4675,5025,9.52,12.04
4725,5025,9.52,12.01
4775,5025,9.5,11.96
4825,5025,9.51,11.87
4875,5025,9.52,11.77
4925,5025,9.46,11.59
4975,5025,9.44,11.54
3025,5075,9.49,10.7
3075,5075,9.47,10.91
3125,5075,9.44,11.23
3175,5075,9.43,11.46
3225,5075,9.38,11.51
3275,5075,9.31,11.6
3325,5075,9.23,11.85
3375,5075,9.2,11.98
3425,5075,9.21,12.03
3475,5075,9.21,12.09
3525,5075,9.17,12.11
3575,5075,9.14,12.14
3625,5075,9.14,12.25
3675,5075,9.13,12.36
3725,5075,9.07,12.45
3775,5075,9.03,12.51
3825,5075,9.02,12.57
3875,5075,9.02,12.62
3925,5075,9.01,12.69
3975,5075,9.04,12.75
4025,5075,9.1,12.84
4075,5075,9.16,12.87
4125,5075,9.17,12.88
4175,5075,9.18,12.86
4225,5075,9.18,12.84
4275,5075,9.25,12.83
4325,5075,9.27,12.8
4375,5075,9.3,12.72
4425,5075,9.37,12.52
4475,5075,9.4,12.32
4525,5075,9.44,12.26
4575,5075,9.49,12.1
4625,5075,9.51,12.02
4675,5075,9.52,11.96
4725,5075,9.53,11.92
4775,5075,9.55,11.78
4825,5075,9.51,11.67
4875,5075,9.45,11.59
4925,5075,9.44,11.55
2975,5125,9.49,10.62
3025,5125,9.5,10.71
3075,5125,9.47,10.87
3125,5125,9.45,11.23
3175,5125,9.46,11.46
3225,5125,9.4,11.54
3275,5125,9.36,11.68
